Iterations,J_t
10,1.8903585224173172
20,1.8856074415510655
30,1.8755835791034114
40,1.8262025115604221
50,1.3920701730266223
60,0.6249060613369322
70,0.2772760665992449
80,0.17659899251776584
90,0.1315656944481922
100,0.10716053617265851
110,0.09231744987920837
120,0.0825565445395975
130,0.07577513976719595
140,0.07087083397469719
150,0.06721453578650996
160,0.06442312482039161
170,0.062251081428649796
180,0.06053447090380835
190,0.05916005845845295
200,0.05804737206268044
210,0.05713782843510522
220,0.05638789641469296
230,0.055764660405984344
240,0.055242859509835165
250,0.05480286128561543
260,0.05442924338281892
270,0.05410978015153271
280,0.053834705076350596
290,0.05359616492931951
300,0.053387809716815574
310,0.05320448050197171
320,0.05304196891905942
330,0.05289682998475618
340,0.052766235070239864
350,0.05264785550758025
360,0.05253976982041023
370,0.05244038935001641
380,0.05234839832718033
390,0.052262705371783395
400,0.05218240408996732
410,0.05210674095290833
420,0.05203508903044664
430,0.05196692645064853
440,0.05190181868665263
450,0.051839403951839155
460,0.05177938112573513
470,0.05172149974509106
480,0.05166555168387577
490,0.05161136421750576
500,0.051558794224209406
510,0.051507723322907296
520,0.05145805378459064
530,0.051409705084640184
540,0.05136261098821498
550,0.05131671708085149
560,0.051271978672611004
570,0.0512283590172163
580,0.05118582779819119
590,0.051144359842534806
600,0.05110393402930783
610,0.051064532366003695
620,0.051026139209977464
630,0.05098874061573441
640,0.05095232379171012
650,0.05091687665245178
660,0.050882387453955985
670,0.05084884450142673
680,0.05081623591996422
690,0.05078454947974321
700,0.05075377246813548
710,0.050723891602008554
720,0.050694892974125376
730,0.05066676202818922
740,0.05063948355764596
750,0.05061304172387992
760,0.0505874200899224
770,0.05056260166624556
780,0.05053856896563372
790,0.050515304064515106
800,0.05049278866849996
810,0.0504710041802028
820,0.05044993176773314
830,0.050429552432515505
840,0.05040984707534977
850,0.05039079655984563
860,0.050372381772563896
870,0.05035458367936901
880,0.0503373833776479
890,0.05032076214418049
900,0.050304701478552524
910,0.05028918314209625
920,0.05027418919241536
930,0.05025970201361296
940,0.050245704342385455
950,0.05023217929018356
960,0.05021911036166405
970,0.05020648146967671
980,0.05019427694703682
990,0.05018248155534172
1000,0.0501710804910866
1010,0.0501600593893317
1020,0.050149404325164376
1030,0.05013910181319075
1040,0.0501291388052792
1050,0.05011950268676513
1060,0.050110181271313683
1070,0.05010116279462183
1080,0.050092435907129015
1090,0.05008398966588952
1100,0.05007581352574798
1110,0.05006789732994593
1120,0.05006023130027395
1130,0.05005280602687323
1140,0.05004561245777969
1150,0.05003864188829144
1160,0.05003188595023323
1170,0.05002533660118135
1180,0.050018986113704186
1190,0.05001282706466706
1200,0.05000685232464308
1210,0.05000105504746482
1220,0.04999542865994713
1230,0.049989966851806344
1240,0.0499846635657959
1250,0.049979512988075556
1260,0.04997450953882727
1270,0.04996964786312752
1280,0.04996492282208459
1290,0.049960329484243976
1300,0.04995586311726713
1310,0.04995151917988309
1320,0.049947293314113086
1330,0.04994318133776704
1340,0.04993917923720831
1350,0.049935283160383453
1360,0.04993148941011227
1370,0.049927794437632886
1380,0.04992419483639657
1390,0.04992068733610525
1400,0.04991726879698626
1410,0.04991393620429667
1420,0.04991068666305114
1430,0.04990751739296545
1440,0.049904425723609064
1450,0.049901409089759645
1460,0.049898465026952145
1470,0.049895591167216
1480,0.049892785234992715
1490,0.04989004504322747
1500,0.04988736848962856
1510,0.049884753553086685
1520,0.049882198290249195
1530,0.04987970083224232
1540,0.04987725938153552
1550,0.04987487220894181
1560,0.04987253765074873
1570,0.049870254105974426
1580,0.04986802003374348
1590,0.04986583395077704
1600,0.04986369442899308
1610,0.04986160009321107
1620,0.04985954961895747
1630,0.04985754173036704
1640,0.04985557519817568
1650,0.04985364883780131
1660,0.04985176150750849
1670,0.04984991210665295
1680,0.04984809957400283
1690,0.049846322886133304
1700,0.049844581055890645
1710,0.049842873130923344
1720,0.04984119819227685
1730,0.049839555353049306
1740,0.04983794375710539
1750,0.04983636257784579
1760,0.049834811017029766
1770,0.04983328830364833
1780,0.049831793692845926
1790,0.04983032646488821
1800,0.04982888592417428
1810,0.04982747139829087
1820,0.04982608223710679
1830,0.049824717811906186
1840,0.0498233775145582
1850,0.049822060756722124
1860,0.04982076696908576
1870,0.04981949560063624
1880,0.04981824611796104
1890,0.04981701800457887
1900,0.04981581076029792
1910,0.04981462390060122
1920,0.04981345695605773
1930,0.04981230947175727
1940,0.04981118100676948
1950,0.04981007113362454
1960,0.049808979437815835
1970,0.04980790551732238
1980,0.0498068489821514
1990,0.049805809453899105
2000,0.04980478656532954
2010,0.04980377995997059
2020,0.04980377995997059
